Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công việc,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACALUI055105125114TRDU,"Cuộn PP, màu trắng đuc, dệt 1x1, K55cm (+/-0.5), MĐ: 10.5x12.5, TL: 113.85g/m (103.5gsm).",KCU001,M,339.1,KG,2974,0,0,15514,15414,CTY00001,,,,LSX01/25-085,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAMFM485100120089TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 89g/m.",KCU001,M,261.7,KG,3020,0,0,15514,15414,CTY00001,,,,LSX01/25-030,Công đoạn dệt,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAMFM660110120110TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 110g/m. [MFM66, 850D]",KCU001,M,282.7,KG,2430,0,0,15514,15414,CTY00001,,,,LSX01/25-027,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAMFM660110120110TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 110g/m. [MFM66, 850D]",KCU001,M,281.7,KG,2550,0,0,15514,15414,CTY00001,,,,LSX01/25-027,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAMFM660110120110TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 110g/m. [MFM66, 850D]",KCU001,M,258.5,KG,2386,0,0,15514,15414,CTY00001,,,,LSX01/25-027,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAPPM097080080053TRDU,"Vải manh PP, trắng đục  có UV, K97.0cm, MĐ: 8.6x8.0, TL: 53.35g/mét.",KCU001,M,253.5,KG,4670,0,0,15514,15414,CTY00001,,,,LSX01/25-010,Công đoạn dệt,VAICUON,,01JBO-NIS110106-BEI-KSR,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAUNP109105105091DE00,"Vải manh PP màu đen, khổ 109.5cm, gia cường 2 điểm/mặt, kích thước gia cường 6cm, định vị 4 sợi ID màu trắng, ID: 19.25-6-59-6-19.25 , mật độ 10.5x10.5, dệt caro, trọng lượng 91.16g/m (cũ 91.08g/m)",KCU001,M,363.5,KG,4002,0,0,15514,15414,CTY00001,,,,LSX12/24-077,Công đoạn dệt,VAICUON,,01JBO-TU001-06-0001,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAUNP109105105091DE00,"Vải manh PP màu đen, khổ 109.5cm, gia cường 2 điểm/mặt, kích thước gia cường 6cm, định vị 4 sợi ID màu trắng, ID: 19.25-6-59-6-19.25 , mật độ 10.5x10.5, dệt caro, trọng lượng 91.16g/m (cũ 91.08g/m)",KCU001,M,362.5,KG,4002,0,0,15514,15414,CTY00001,,,,LSX12/24-077,Công đoạn dệt,VAICUON,,01JBO-TU001-06-0001,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAUNP176120122481TRDU,"Vải cuộn PP, K176.3cm, MĐ: 12.0x12.2, TL: 481.25g/m.",KCU001,M,416,KG,851,0,0,15514,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAUNP178120130694TRDU,"Vải cuộn PP, K178.8cm, MĐ: 12.0x13.0, TL: 694g/m. [UNP-200gsm]",KCU001,M,454,KG,640,0,0,15514,15414,CTY00001,,,,LSX01/25-039,Công đoạn dệt,VAICUON,,0119132005002000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACAUNP178120130694TRDU,"Vải cuộn PP, K178.8cm, MĐ: 12.0x13.0, TL: 694g/m. [UNP-200gsm]",KCU001,M,459,KG,640,0,0,15514,15414,CTY00001,,,,LSX01/25-039,Công đoạn dệt,VAICUON,,0119132005002000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUBIN500105102100TRDU,"Vải cuộn PP trắng đục, K50.0cm, 10.5x10.2 caro khít, TL: 100g/m (2500m/cuộn)",KCU001,M,152.7,KG,1530,0,0,15514,15414,CTY00001,,,,LSX01/25-082,Công đoạn dệt,VAICUON,,THACUBIN500105102100TRDU,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUBIN500105102100TRDU,"Vải cuộn PP trắng đục, K50.0cm, 10.5x10.2 caro khít, TL: 100g/m (2500m/cuộn)",KCU001,M,178.2,KG,1770,0,0,15514,15414,CTY00001,,,,LSX01/25-082,Công đoạn dệt,VAICUON,,THACUBIN500105102100TRDU,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRDU,"Vải cuộn PP dệt lồng PE, trắng đục, K59.5cm, TL: PP-77.8g/m + HDPE-22.2g/m = 100.0g/m.",KCU001,M,288.5,KG,3005,0,0,15514,15414,CTY00001,,,,LSX01/25-047,Công đoạn dệt,VAICUON,,0102109029000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRDU,"Vải cuộn PP dệt lồng PE, trắng đục, K59.5cm, TL: PP-77.8g/m + HDPE-22.2g/m = 100.0g/m.",KCU001,M,288,KG,2971,0,0,15514,15414,CTY00001,,,,LSX01/25-047,Công đoạn dệt,VAICUON,,0102109029000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,285.5,KG,2944,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,285,KG,2902,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,289.5,KG,2972,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,281.5,KG,2901,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,285,KG,2900,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,283,KG,2962,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,286,KG,2988,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,283.5,KG,2896,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,282.5,KG,2930,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,284,KG,2978,0,0,15514,15414,CTY00001,,,,LSX01/25-007,Công đoạn dệt,VAICUON,,0102109030000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUPER400100130340TDVA,"Cuộn MANH PP, TRẮNG ĐỤC SUỐT VÀNG, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,60,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123055000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUPER400100130340TDVA,"Cuộn MANH PP, TRẮNG ĐỤC SUỐT VÀNG, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,61,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123055000000,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]",KCU001,M,250.7,KG,2981,0,0,15514,15414,CTY00001,,,,LSX01/25-014,Công đoạn dệt,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]",KCU001,M,164.7,KG,1900,0,0,15514,15414,CTY00001,,,,LSX01/25-014,Công đoạn dệt,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,444,KG,6025,0,0,15514,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,444.5,KG,6025,0,0,15514,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,447,KG,5460,0,0,15514,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2155
TP,1/14/2025,TP01/25-107,Nhập báo cáo dệt ngày 14/01/2025,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,444,KG,5460,0,0,15514,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2155
TP,1/14/2025,TP01/25-112,Nhập báo cáo khâu sợi X01 ngày 14/01/2025,SOI-GL4-3,"Sợi PP, trắng đục, 760D, 2.60mm. [33%]",KSO001,KG,614.31,KG,614.31,0,0,15512,15412,CTY00001,,,,LSX01/25-105,Công đoạn tạo sợi,SOI,,0119109032000000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,16,KG,160,0,0,1527,15412,CTY00001,,,,LSX01/25-059,Công đoạn cắt may tự động,BAOBT,,TPH050076G70TDSABRAMA138,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.2,KG,2,0,0,1527,15412,CTY00001,,,,LSX01/25-059,Công đoạn cắt may tự động,BAOBT,,TPH050076G70TDSABRAMA138,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,29,KG,290,0,0,1527,15412,CTY00001,,,,LSX01/25-094,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU1.GAU,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.3,KG,3,0,0,1527,15412,CTY00001,,,,LSX01/25-094,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU1.GAU,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,11.5,KG,115,0,0,1527,15412,CTY00001,,,,LSX01/25-087,Công đoạn cắt may tự động,BAOBT,,TPH061103G80.00TDUPR39-1,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.1,KG,1,0,0,1527,15412,CTY00001,,,,LSX01/25-087,Công đoạn cắt may tự động,BAOBT,,TPH061103G80.00TDUPR39-1,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,6.5,KG,65,0,0,1527,15412,CTY00001,,,,LSX01/25-079,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU.LT1101,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.1,KG,1,0,0,1527,15412,CTY00001,,,,LSX01/25-079,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU.LT1101,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,57.5,KG,575,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.4,KG,4,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,21.5,KG,215,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,25,KG,250,0,0,1527,15412,CTY00001,,,,LSX01/25-073,Công đoạn cắt may tự động,BAOBT,,0119119001002000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.3,KG,3,0,0,1527,15412,CTY00001,,,,LSX01/25-073,Công đoạn cắt may tự động,BAOBT,,0119119001002000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,6,KG,60,0,0,1527,15412,CTY00001,,,,LSX01/25-073,Công đoạn cắt may tự động,BAOBT,,0119119001002000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,32.5,KG,325,0,0,1527,15412,CTY00001,,,,LSX01/25-079,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU.LT1101,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.2,KG,2,0,0,1527,15412,CTY00001,,,,LSX01/25-079,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU.LT1101,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.3,KG,3,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,6,KG,60,0,0,1527,15412,CTY00001,,,,LSX01/25-079,Công đoạn cắt may tự động,BAOBT,,TPH055090G144TDLU.LT1101,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,30,KG,300,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,11.5,KG,115,0,0,1527,15412,CTY00001,,,,LSX01/25-040,Công đoạn cắt may tự động,BAOBT,,0119114001001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,3.5,KG,35,0,0,1527,15412,CTY00001,,,,LSX01/25-002,Công đoạn cắt may tự động,BAOBT,,TPH075112G119INT.CAMI145,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001007000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15412,CTY00001,,,,LSX01/25-094,Công đoạn in cái (in thủ công),BAOBT,,TPH055090G144TDLU1.GAU,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,2,KG,20,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001016000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,2,KG,20,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001010000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001009000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15412,CTY00001,,,,LSX01/25-070,Công đoạn in cái (in thủ công),BAOBT,,TPH060085G102INT.BLGL054,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001008000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124003003000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-059,Công đoạn in cái (in thủ công),BAOBT,,TPH050076G70TDSABRAMA108,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15412,CTY00001,,,,LSX01/25-088,Công đoạn in cái (in thủ công),BAOBT,,TPH055090G144TDLU1.GAU,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124001007000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,5,KG,50,0,0,1527,15412,CTY00001,,,,LSX01/25-095,Công đoạn in cái (in thủ công),BAOBT,,TPH495805G079MEK.BAB,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15412,CTY00001,,,,LSX01/25-003,Công đoạn in cái (in thủ công),BAOBT,,0119124006001000,,2154
TP,1/14/2025,TP01/25-114,Nhập công đoạn cắt ngày 14/1/2025,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,6,KG,60,0,0,1527,15412,CTY00001,,,,LSX01/25-095,Công đoạn in cái (in thủ công),BAOBT,,TPH495805G079MEK.BAB,,2154
TP,1/14/2025,TP01/25-125,Nhập tp ép kiện ngày 14/1/2025,TPH055090G147TDLU.C300,"Bao TP-PP, trắng đục, dệt 1x1, K55.0x90PB(+/-1), lồng LDPE-K58x123x39g, TL: PP-108g + PE-39g = 147g/bộ, MK: C300 [Ép kiện: 300cái/kiện, bắn đai 3 ngang]",KTP001,Bộ,2205,KG,15000,0,0,15515,15412,CTY00001,,,,LSX01/25-063,Công đoạn ép kiện,BAOBT,,,,2154
TP,1/14/2025,TP01/25-127,Nhập tp thổi ngày 14/1/2025,PHE-HDPE,Phế HDPE.,KPH001,KG,35,KG,35,0,0,1527,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2109E
TP,1/14/2025,TP01/25-129,Nhập tp thổi ngày 14/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.3,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/14/2025,TP01/25-129,Nhập tp thổi ngày 14/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,67,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/14/2025,TP01/25-129,Nhập tp thổi ngày 14/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.9,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/14/2025,TP01/25-129,Nhập tp thổi ngày 14/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.6,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/14/2025,TP01/25-129,Nhập tp thổi ngày 14/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,65.9,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
